canonical_id,woo_product_id,woo_parent_product_id,woo_variation_id,sku,slug,name,entity_type,category,brand,status,approval_status,release_state,customer_purchasable,catalog_visibility,stock_status,price_usd,currency,billing_model,short_summary,description,benefits,audience,customer_goals,eligibility_rules,exclusions,fulfillment_type,fulfillment_platform,canonical_url,checkout_url,booking_url,payment_plan_available,payment_plan_amount,payment_plan_url,payment_processor,coupon_relationship,wix_plan_id,wordpress_page_id,source_authority,source_ids,source_updated_at,snapshot_generated_at,catalog_version,record_checksum
wnb:nft:dizel:platinum,216,216,288,WNB-NFT-216-PLA,dizel,Dizel - NFT Membership (Platinum),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,40000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/dizel/?attribute_membership-tiers=Platinum,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/dizel/,woocommerce,"{""woo_parent_product_id"": 216, ""woo_variation_id"": 288, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,b5a9ad2c36f6de2b0c5ed62e9cbb40de362b1cb9ccc6ec78c1a387df8bf01b08
wnb:nft:the-monarch,218,218,,WNB-NFT-218,the-monarch,The Monarch - NFT Membership,NFT_MEMBERSHIP_PARENT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-monarch/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-monarch/,woocommerce,"{""woo_parent_product_id"": 218, ""woo_variation_id"": null, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,4f324175ffd2532b6436934df0bcf38fd49002952b486369499fca2a673c9445
wnb:nft:the-monarch:bronze,218,218,289,WNB-NFT-218-BRO,the-monarch,The Monarch - NFT Membership (Bronze),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,5000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-monarch/?attribute_membership-tiers=Bronze,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-monarch/,woocommerce,"{""woo_parent_product_id"": 218, ""woo_variation_id"": 289, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,e927908b72257b49a3e8c73f64c4f9c99f706e35fdaa5fb1361b0feb74fa751b
wnb:nft:the-monarch:copper,218,218,290,WNB-NFT-218-COP,the-monarch,The Monarch - NFT Membership (Copper),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,10000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-monarch/?attribute_membership-tiers=Copper,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-monarch/,woocommerce,"{""woo_parent_product_id"": 218, ""woo_variation_id"": 290, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,e6916073893847abd985002895c66f9a1e4729d63717dc8e761b2ba73e94f477
wnb:nft:the-monarch:titanium,218,218,291,WNB-NFT-218-TIT,the-monarch,The Monarch - NFT Membership (Titanium),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,20000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-monarch/?attribute_membership-tiers=Titanium,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-monarch/,woocommerce,"{""woo_parent_product_id"": 218, ""woo_variation_id"": 291, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,207d624e4aa9ff8eed45d1a8763ddd8710908917190d09080de27c5a8e08f8b6
wnb:nft:the-monarch:platinum,218,218,292,WNB-NFT-218-PLA,the-monarch,The Monarch - NFT Membership (Platinum),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,40000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-monarch/?attribute_membership-tiers=Platinum,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-monarch/,woocommerce,"{""woo_parent_product_id"": 218, ""woo_variation_id"": 292, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,5e8f4cd6adcaeca6548e85867712daa861e52f9e9803686e2453b5044199f951
wnb:nft:the-original-guardian,220,220,,WNB-NFT-220,the-original-guardian,The Original Guardian - NFT Membership,NFT_MEMBERSHIP_PARENT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-original-guardian/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-original-guardian/,woocommerce,"{""woo_parent_product_id"": 220, ""woo_variation_id"": null, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,265a8e0c05d7ffcee0143eb991b974b23d78a78c4f1d2a27669eb5f8ed1e074a
wnb:nft:the-original-guardian:bronze,220,220,293,WNB-NFT-220-BRO,the-original-guardian,The Original Guardian - NFT Membership (Bronze),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,5000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-original-guardian/?attribute_membership-tiers=Bronze,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-original-guardian/,woocommerce,"{""woo_parent_product_id"": 220, ""woo_variation_id"": 293, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,d5572df01b8fe40f9b0bf734f4cda0e5e5aa43b12ac4cab55d0c7f536fe77b67
wnb:nft:the-original-guardian:copper,220,220,294,WNB-NFT-220-COP,the-original-guardian,The Original Guardian - NFT Membership (Copper),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,10000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-original-guardian/?attribute_membership-tiers=Copper,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-original-guardian/,woocommerce,"{""woo_parent_product_id"": 220, ""woo_variation_id"": 294, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,4f08fbb648393cf9cc6a1de1a4c7bdab81722f4403a0b59af1bb50e2d044b7f7
wnb:nft:the-original-guardian:titanium,220,220,295,WNB-NFT-220-TIT,the-original-guardian,The Original Guardian - NFT Membership (Titanium),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,20000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-original-guardian/?attribute_membership-tiers=Titanium,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-original-guardian/,woocommerce,"{""woo_parent_product_id"": 220, ""woo_variation_id"": 295, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,ee7c1a442358cdf796a8066d674e75be3a360b84da4006b9f230e1b767e8f2a8
wnb:nft:the-original-guardian:platinum,220,220,296,WNB-NFT-220-PLA,the-original-guardian,The Original Guardian - NFT Membership (Platinum),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,40000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-original-guardian/?attribute_membership-tiers=Platinum,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-original-guardian/,woocommerce,"{""woo_parent_product_id"": 220, ""woo_variation_id"": 296, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,f56490cb03ab25fa81bd37aff4234ae1cd9442af4aabbf13fa26738fa96d2549
wnb:nft:the-don,825,825,,WNB-NFT-825,the-godfather-og-nft-membership,The Don - NFT Membership,NFT_MEMBERSHIP_PARENT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-godfather-og-nft-membership/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-godfather-og-nft-membership/,woocommerce,"{""woo_parent_product_id"": 825, ""woo_variation_id"": null, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,61f5947e688cc50c749e1d7ab948e8cb00730654036ca7baf28da21a1937d2fe
wnb:nft:the-don:bronze,825,825,826,WNB-NFT-825-BRO,the-godfather-og-nft-membership,The Don - NFT Membership (Bronze),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,5000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-godfather-og-nft-membership/?attribute_membership-tiers=Bronze,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-godfather-og-nft-membership/,woocommerce,"{""woo_parent_product_id"": 825, ""woo_variation_id"": 826, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,29119e6cf89056c181e4d2f0bc26acadc9bc73d5eeffb047e7496c264415631e
wnb:nft:the-don:copper,825,825,827,WNB-NFT-825-COP,the-godfather-og-nft-membership,The Don - NFT Membership (Copper),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,10000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-godfather-og-nft-membership/?attribute_membership-tiers=Copper,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-godfather-og-nft-membership/,woocommerce,"{""woo_parent_product_id"": 825, ""woo_variation_id"": 827, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,ef4da18e921e7b1779d4b5269d0f536fdce10deec95a97adab30f687ffcc7a06
wnb:nft:the-don:titanium,825,825,828,WNB-NFT-825-TIT,the-godfather-og-nft-membership,The Don - NFT Membership (Titanium),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,20000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-godfather-og-nft-membership/?attribute_membership-tiers=Titanium,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-godfather-og-nft-membership/,woocommerce,"{""woo_parent_product_id"": 825, ""woo_variation_id"": 828, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,e903aa9ffcac23e1e78e34f2724ce82f2adb5c109c9b2ee03a47d73ee1847015
wnb:nft:the-don:platinum,825,825,829,WNB-NFT-825-PLA,the-godfather-og-nft-membership,The Don - NFT Membership (Platinum),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,40000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-godfather-og-nft-membership/?attribute_membership-tiers=Platinum,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-godfather-og-nft-membership/,woocommerce,"{""woo_parent_product_id"": 825, ""woo_variation_id"": 829, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,9df2e401e30528a48193debde68c79e33245fa4266f2364700b0a8796ffdf7d6
wnb:nft:gamma-blaze,831,831,,WNB-NFT-831,bruce-banner-3-nft-membership,Gamma Blaze - NFT Membership,NFT_MEMBERSHIP_PARENT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/bruce-banner-3-nft-membership/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/bruce-banner-3-nft-membership/,woocommerce,"{""woo_parent_product_id"": 831, ""woo_variation_id"": null, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,616a395c5bd6754dbcda46fd7c7c3b114482c694ee8511a5b05f98704ae6a2b9
wnb:nft:gamma-blaze:bronze,831,831,867,WNB-NFT-831-BRO,bruce-banner-3-nft-membership,Gamma Blaze - NFT Membership (Bronze),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,5000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/bruce-banner-3-nft-membership/?attribute_membership-tiers=Bronze,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/bruce-banner-3-nft-membership/,woocommerce,"{""woo_parent_product_id"": 831, ""woo_variation_id"": 867, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,1d401dbcb4e74f82e8f9d00613bca80b4c2f578373753352cb56ab05e37d089b
wnb:nft:gamma-blaze:copper,831,831,868,WNB-NFT-831-COP,bruce-banner-3-nft-membership,Gamma Blaze - NFT Membership (Copper),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,10000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/bruce-banner-3-nft-membership/?attribute_membership-tiers=Copper,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/bruce-banner-3-nft-membership/,woocommerce,"{""woo_parent_product_id"": 831, ""woo_variation_id"": 868, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,85561c8b1654715ce615c5e9d80adfa75ec090da4ec4402c6ff8873829b1a251
wnb:nft:gamma-blaze:titanium,831,831,869,WNB-NFT-831-TIT,bruce-banner-3-nft-membership,Gamma Blaze - NFT Membership (Titanium),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,20000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/bruce-banner-3-nft-membership/?attribute_membership-tiers=Titanium,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/bruce-banner-3-nft-membership/,woocommerce,"{""woo_parent_product_id"": 831, ""woo_variation_id"": 869, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,f1674bce9094727ba018ea989e03f221d13deb95f84605a0ecc69c3f6c9e41e1
wnb:nft:gamma-blaze:platinum,831,831,870,WNB-NFT-831-PLA,bruce-banner-3-nft-membership,Gamma Blaze - NFT Membership (Platinum),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,40000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/bruce-banner-3-nft-membership/?attribute_membership-tiers=Platinum,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/bruce-banner-3-nft-membership/,woocommerce,"{""woo_parent_product_id"": 831, ""woo_variation_id"": 870, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,291eaf5591bb2f1f000cb381275cbb859a1ed7b047f08cbba771435d8ab03ca6
wnb:nft:berry-bliss,833,833,,WNB-NFT-833,strawberry-banana-nft-membership,Berry Bliss - NFT Membership,NFT_MEMBERSHIP_PARENT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/strawberry-banana-nft-membership/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/strawberry-banana-nft-membership/,woocommerce,"{""woo_parent_product_id"": 833, ""woo_variation_id"": null, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,ca9c406b73613fe969e827c6b13199a9344a6b8c296d787fb6d1f2f84e548f14
wnb:nft:berry-bliss:bronze,833,833,871,WNB-NFT-833-BRO,strawberry-banana-nft-membership,Berry Bliss - NFT Membership (Bronze),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,5000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/strawberry-banana-nft-membership/?attribute_membership-tiers=Bronze,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/strawberry-banana-nft-membership/,woocommerce,"{""woo_parent_product_id"": 833, ""woo_variation_id"": 871, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,39393105ef8278b4a89e1dd19921e159c213006ced6d2adda8dd0e25f03788d7
wnb:nft:berry-bliss:copper,833,833,872,WNB-NFT-833-COP,strawberry-banana-nft-membership,Berry Bliss - NFT Membership (Copper),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,10000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/strawberry-banana-nft-membership/?attribute_membership-tiers=Copper,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/strawberry-banana-nft-membership/,woocommerce,"{""woo_parent_product_id"": 833, ""woo_variation_id"": 872, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,fb9373a5ede683a92ba519c5ece38cd0c917748494fd465f6d8d3d5021c93305
wnb:nft:berry-bliss:titanium,833,833,873,WNB-NFT-833-TIT,strawberry-banana-nft-membership,Berry Bliss - NFT Membership (Titanium),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,20000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/strawberry-banana-nft-membership/?attribute_membership-tiers=Titanium,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/strawberry-banana-nft-membership/,woocommerce,"{""woo_parent_product_id"": 833, ""woo_variation_id"": 873, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,898a9d884e75f2bc53a273598989c51c4a5ae806a979e48589d29f9c0bc2c99f
wnb:nft:berry-bliss:platinum,833,833,874,WNB-NFT-833-PLA,strawberry-banana-nft-membership,Berry Bliss - NFT Membership (Platinum),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,40000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/strawberry-banana-nft-membership/?attribute_membership-tiers=Platinum,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/strawberry-banana-nft-membership/,woocommerce,"{""woo_parent_product_id"": 833, ""woo_variation_id"": 874, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,e57572cfc3c5081526d9de8efaf0a8bcbc9c5f0553c7521566f7587397bb7424
wnb:nft:torque,875,875,,WNB-NFT-875,torque-nft-membership,Torque - NFT Membership,NFT_MEMBERSHIP_PARENT,"[""Membership"", ""NFT"", ""Legends""]",Wake'n'Bake Lounge,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,,USD,ONE_TIME,"Torque - Wake'n'Bake Legends NFT Membership ($5,000 - $40,000).","Torque character tier of the Wake'n'Bake Legends NFT collection. Includes character collectible digital pass, Wake'n'Bake Lounge platform access, and enrollment choice of one structured educational class.","[""Collectible Legends character digital pass"", ""VIP Wake'n'Bake Lounge platform community access"", ""Enrollment in choice of 1 structured course (Grow Cannabis @ Home or Culinary Cannabis)"", ""Exclusive private Discord / Legends channels""]","[""NFT collectors"", ""Cannabis industry patrons"", ""High-tier patrons""]","[""Acquire collectible digital pass and lifetime educational membership""]","[""21+ and crypto/fiat payment""]","[""Does not grant equity or securities ownership""]",MEMBERSHIP_ACCESS,WOOCOMMERCE,https://cccultivate.com/product/torque-nft-membership/,https://cccultivate.com/product/torque-nft-membership/,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/875/,woocommerce,"{""woo_parent_product_id"": 875, ""woo_variation_id"": null, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,c0bcb96fe221e7b087c0217e4d5a7bedad65d7956c84d5484dd3c177ce7382c9
wnb:nft:torque:bronze,875,875,877,WNB-NFT-875-BRO,torque-nft-membership,Torque - NFT Membership (Bronze),NFT_MEMBERSHIP_TIER,"[""Membership"", ""NFT"", ""Legends"", ""Bronze""]",Wake'n'Bake Lounge,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,5000.0,USD,ONE_TIME,"Torque - NFT Membership (Bronze Tier, $5,000).",Bronze tier membership for Torque character in Wake'n'Bake Legends.,"[""Bronze collectible pass"", ""Lounge access"", ""Course enrollment choice""]","[""Legends patrons""]","[""Join Legends at Bronze level""]","[""21+""]",[],MEMBERSHIP_ACCESS,WOOCOMMERCE,https://cccultivate.com/product/torque-nft-membership/?attribute_membership-tiers=Bronze,https://cccultivate.com/product/torque-nft-membership/?attribute_membership-tiers=Bronze,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/875/,woocommerce,"{""woo_parent_product_id"": 875, ""woo_variation_id"": 877, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,779d1bc2e217033697981e84cc148caf1277c4e8481e1cd997aa27c36ced1673
wnb:nft:torque:copper,875,875,878,WNB-NFT-875-COP,torque-nft-membership,Torque - NFT Membership (Copper),NFT_MEMBERSHIP_TIER,"[""Membership"", ""NFT"", ""Legends"", ""Copper""]",Wake'n'Bake Lounge,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,10000.0,USD,ONE_TIME,"Torque - NFT Membership (Copper Tier, $10,000).",Copper tier membership for Torque character in Wake'n'Bake Legends.,"[""Copper collectible pass"", ""Lounge access"", ""Course enrollment choice""]","[""Legends patrons""]","[""Join Legends at Copper level""]","[""21+""]",[],MEMBERSHIP_ACCESS,WOOCOMMERCE,https://cccultivate.com/product/torque-nft-membership/?attribute_membership-tiers=Copper,https://cccultivate.com/product/torque-nft-membership/?attribute_membership-tiers=Copper,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/875/,woocommerce,"{""woo_parent_product_id"": 875, ""woo_variation_id"": 878, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,944d5bd6a388c1d4427ade977e2864ddd2a45ab2f0095294005a6938f659a574
wnb:nft:torque:titanium,875,875,879,WNB-NFT-875-TIT,torque-nft-membership,Torque - NFT Membership (Titanium),NFT_MEMBERSHIP_TIER,"[""Membership"", ""NFT"", ""Legends"", ""Titanium""]",Wake'n'Bake Lounge,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,20000.0,USD,ONE_TIME,"Torque - NFT Membership (Titanium Tier, $20,000).",Titanium tier membership for Torque character in Wake'n'Bake Legends.,"[""Titanium collectible pass"", ""VIP Lounge access"", ""Course enrollment choice""]","[""Legends patrons""]","[""Join Legends at Titanium level""]","[""21+""]",[],MEMBERSHIP_ACCESS,WOOCOMMERCE,https://cccultivate.com/product/torque-nft-membership/?attribute_membership-tiers=Titanium,https://cccultivate.com/product/torque-nft-membership/?attribute_membership-tiers=Titanium,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/875/,woocommerce,"{""woo_parent_product_id"": 875, ""woo_variation_id"": 879, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,4508c7dbc8d6af6a729d8663ffb3d2add5501ab74121d7fded5687fba39ce222
